pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_insol,st_teff,pl_eqt,pl_tranmid,st_rad,st_mass
TRAPPIST-1 b,1.51084800000,0.0111100000,1.11300000,4.2500,2550.00,400.00,2457322.51765000,0.117000,0.080000
TRAPPIST-1 c,2.42184800000,0.0152200000,1.04900000,2.2600,2550.00,342.00,2457362.72618000,0.117000,0.080000
TRAPPIST-1 b,1.51087081000,0.0111100000,1.08600000,4.2500,2559.00,400.10,2457322.51736000,0.117000,0.080200
TRAPPIST-1 c,2.42182330000,0.0152100000,1.05600000,2.2700,2559.00,341.90,2457282.80728000,0.117000,0.080200
TRAPPIST-1 d,4.04961000000,0.0214400000,0.77200000,1.1430,2559.00,288.00,2457670.14165000,0.117000,0.080200
TRAPPIST-1 e,6.09961500000,0.0281700000,0.91800000,0.6620,2559.00,251.30,2457660.37859000,0.117000,0.080200
TRAPPIST-1 f,9.20669000000,0.0371000000,1.04500000,0.3820,2559.00,219.00,2457671.39767000,0.117000,0.080200
TRAPPIST-1 g,12.35294000000,0.0451000000,1.12700000,0.2580,2559.00,198.60,2457665.34937000,0.117000,0.080200
TRAPPIST-1 h,20.00000000000,0.0630000000,0.75500000,0.1310,2559.00,168.00,2457662.55463000,0.117000,0.080200
Kepler-1649 b,8.68907042000,0.0378000000,0.57000000,0.4700,2703.00,211.00,2454966.23864000,0.118000,0.096000
Kepler-1649 b,8.68910764000,0.0378000000,0.49000000,0.4700,2703.00,211.00,2454966.23559000,0.118000,0.096000
Kepler-1649 b,8.68907042000,0.0378000000,0.57000000,0.4700,2703.00,211.00,2454966.23864000,0.118000,0.096000
Kepler-1649 b,8.68907042000,0.0378000000,0.57000000,0.4700,2703.00,211.00,2454966.23864000,0.118000,0.096000
Kepler-1649 c,19.53525510000,0.0649000000,0.53000000,0.1600,2703.00,161.00,2454981.20374000,0.118000,0.096000
TOI-2267 d,2.03446710000,0.0124000000,1.13000000,7.6000,2930.00,412.00,2458817.08130000,0.130000,0.098900
SPECULOOS-3 b,0.71912603000,0.0073300000,0.97700000,15.5400,2800.00,553.00,2459790.58344000,0.123000,0.100900
LP 890-9 b,2.72990250000,0.0187500000,1.32000000,4.0900,2850.00,396.00,2459447.82637000,0.155600,0.118000
LP 890-9 c,8.45746300000,0.0398400000,1.36700000,0.9060,2850.00,272.00,2459520.70598000,0.155600,0.118000
Kepler-42 b,1.21377022200,0.0113000000,0.87000000,17.9500,3068.00,525.00,2455003.48372200,0.170000,0.130000
Kepler-42 b,1.21377022200,0.0113000000,0.87000000,17.9500,3068.00,525.00,2455003.48372200,0.170000,0.130000
Kepler-42 b,1.21377022200,0.0113000000,0.87000000,17.9500,3068.00,525.00,2455003.48372200,0.170000,0.130000
Kepler-42 c,0.45328733700,0.0058000000,0.92000000,68.1200,3068.00,733.00,2454966.86984800,0.170000,0.130000
Kepler-42 c,0.45328733700,0.0058000000,0.92000000,68.1200,3068.00,733.00,2454966.86984800,0.170000,0.130000
Kepler-42 d,1.86511477000,0.0150000000,0.69000000,10.1800,3068.00,456.00,2454966.79201900,0.170000,0.130000
Kepler-42 d,1.86511477000,0.0150000000,0.69000000,10.1800,3068.00,456.00,2454966.79201900,0.170000,0.130000
Kepler-42 d,1.86511477000,0.0150000000,0.69000000,10.1800,3068.00,456.00,2454966.79201900,0.170000,0.130000
Kepler-1582 b,4.83817712000,0.0285000000,0.77000000,2.5000,3089.00,321.00,2454968.14680000,0.158000,0.132000
Kepler-1582 b,4.83817712000,0.0285000000,0.77000000,2.5000,3089.00,321.00,2454968.14680000,0.158000,0.132000
Kepler-1582 b,4.83817712000,0.0285000000,0.77000000,2.5000,3089.00,321.00,2454968.14680000,0.158000,0.132000
Kepler-42 b,1.21377042300,0.0113000000,0.78000000,18.0300,3292.00,525.00,2455003.48364500,0.148000,0.132000
Kepler-42 c,0.45328741600,0.0059000000,0.76000000,66.1400,3292.00,729.00,2454966.86974100,0.148000,0.132000
Kepler-42 d,1.86511419300,0.0151000000,0.66000000,10.1000,3292.00,455.00,2454966.79234400,0.148000,0.132000
LP 791-18 b,0.94799810000,0.0097800000,1.21200000,24.1400,2960.00,564.30,2458774.86973000,0.182000,0.139000
LP 791-18 b,0.94800500000,0.0096900000,1.12000000,21.5000,2960.00,650.00,2458645.94405000,0.171000,0.139000
LP 791-18 c,4.98996300000,0.0293920000,2.31000000,2.3500,2960.00,370.00,2458651.29807000,0.171000,0.139000
LP 791-18 c,4.98990930000,0.0296100000,2.43800000,2.6370,2960.00,324.40,2458771.05518200,0.182000,0.139000
LP 791-18 d,2.75343600000,0.0199200000,1.03200000,5.8300,2960.00,395.50,2458772.16211000,0.182000,0.139000
LHS 1140 b,24.73712000000,0.0875000000,1.43000000,0.4600,3131.00,230.00,2456915.69970000,0.186000,0.146000
LHS 3844 b,0.46292913000,0.0062200000,1.30300000,70.1000,3036.00,805.00,2458325.72558000,0.189000,0.151000
LHS 3844 b,0.46292970900,0.0062400000,1.28600000,73.6700,3080.00,816.00,2460178.83309000,0.189000,0.151000
Kepler-445 b,2.98415771100,0.0217000000,0.92000000,6.1200,3157.00,401.00,2454966.11908000,0.180000,0.153000
Kepler-445 c,4.87122366400,0.0301000000,1.56000000,3.1800,3157.00,341.00,2454966.64255000,0.180000,0.153000
TOI-540 b,1.23914910000,0.0122300000,0.90300000,23.4000,3216.00,611.00,2458411.82601000,0.189500,0.159000
TOI-2406 b,3.07668960000,0.0228000000,2.94000000,6.5500,3100.00,447.00,2459115.97547000,0.204000,0.162000
K2-415 b,4.01796940000,0.0270000000,1.01500000,4.8200,3173.00,412.40,2458100.07116000,0.196500,0.163500
Kepler-1624 b,3.29030451800,0.0238000000,2.27000000,6.0100,3212.00,399.00,2454964.90925000,0.189000,0.165000
Kepler-1624 b,3.29030451800,0.0238000000,2.27000000,6.0100,3212.00,399.00,2454964.90925000,0.189000,0.165000
TOI-2406 b,3.07668910000,0.0226700000,2.86000000,6.6900,3100.00,449.00,2459115.97600000,0.204000,0.166000
TOI-1080 b,3.96524820000,0.0272000000,1.20000000,4.3500,3065.00,368.00,2459756.40002000,0.201900,0.166700
Kepler-1646 b,4.48559215000,0.0295000000,0.95000000,4.2000,3236.00,365.00,2454968.43172000,0.193000,0.169000
Kepler-445 b,2.98415346900,0.0224000000,1.41000000,7.8100,3327.00,426.00,2454966.11988000,0.189000,0.169000
Kepler-445 b,2.98415346900,0.0224000000,1.41000000,7.8100,3327.00,426.00,2454966.11988000,0.189000,0.169000
Kepler-445 b,2.98415346900,0.0224000000,1.41000000,7.8100,3327.00,426.00,2454966.11988000,0.189000,0.169000
Kepler-445 c,4.87122221500,0.0311000000,2.09000000,4.0500,3327.00,362.00,2454966.64265000,0.189000,0.169000
Kepler-445 c,4.87122221500,0.0311000000,2.09000000,4.0500,3327.00,362.00,2454966.64265000,0.189000,0.169000
Kepler-445 c,4.87122221500,0.0311000000,2.09000000,4.0500,3327.00,362.00,2454966.64265000,0.189000,0.169000
Kepler-445 d,8.15275885000,0.0439000000,2.44000000,2.0300,3327.00,305.00,2454967.19046000,0.189000,0.169000
TOI-237 b,5.43613914000,0.0346000000,1.37900000,3.4000,3226.00,350.00,2458697.72080000,0.205600,0.169800
TOI-237 c,1.74486147000,0.0160000000,1.20600000,16.0000,3226.00,515.00,2459540.35059000,0.205600,0.169800
TOI-2267 b,2.28909000000,0.0205000000,1.00000000,8.4000,3030.00,424.00,2459525.40333000,0.207500,0.171000
TOI-2267 c,3.49504120000,0.0263000000,1.14000000,4.7000,3030.00,374.00,2459525.64728000,0.207500,0.171000
Kepler-1646 b,4.48558383000,0.0299000000,0.97000000,4.3400,3227.00,368.00,2454968.43221000,0.200000,0.176000
GJ 1214 b,1.58040433000,0.0149000000,2.74200000,21.0000,3250.00,596.00,2455701.41332800,0.215000,0.178000
LHS 1140 b,24.73695900000,0.0936000000,1.72700000,0.5030,3216.00,235.00,2456915.71154000,0.213900,0.179000
LHS 1140 b,24.73691480000,0.0936000000,1.72700000,0.5030,3216.00,235.00,2457187.81760000,0.213900,0.179000
LHS 1140 c,3.77793100000,0.0267500000,1.28200000,6.1600,3216.00,438.00,2458226.84316900,0.213900,0.179000
TOI-237 b,5.43609800000,0.0341000000,1.44000000,3.7000,3212.00,388.00,2458697.71979970,0.211000,0.179000
TOI-1680 b,4.80263450000,0.0314400000,1.46600000,4.4100,3225.00,404.00,2459013.84254000,0.210600,0.179800
Kepler-1582 b,4.83809469000,0.0316000000,0.79000000,3.7000,3187.00,354.00,2454968.15620000,0.200000,0.180000
GJ 1214 b,1.58040453100,0.0150500000,2.73300000,17.2000,3101.00,567.00,2459639.78126190,0.216200,0.182000
LHS 1140 b,24.73723000000,0.0946000000,1.73000000,0.4300,3096.00,226.00,2458399.93000000,0.215900,0.184400
LHS 1140 c,3.77794000000,0.0270000000,1.27200000,5.3000,3096.00,422.00,2458389.29390000,0.215900,0.184400
TOI-7166 b,12.92063621000,0.0619100000,2.01000000,1.0700,3099.00,249.00,2460847.74277180,0.222000,0.190000
GJ 1132 b,1.62892911000,0.0157000000,1.19151465,19.3000,3229.00,583.80,2459280.98988000,0.221100,0.194500
TOI-6894 b,3.37077196000,0.0260400000,9.58367850,5.5400,3007.00,417.90,2460313.41167000,0.227600,0.207000
TOI-6002 b,10.90482100000,0.0572200000,1.65000000,1.6823,3229.00,321.40,2458692.76390000,0.243200,0.210100
TOI-4184 b,4.90198040000,0.0336000000,2.43000000,4.8000,3238.00,412.00,2459483.65667000,0.234700,0.210900
TOI-2120 b,5.79981640000,0.0377000000,2.12200000,3.6100,3131.00,384.00,2458795.82368000,0.245000,0.211000
TOI-771 b,2.32601550000,0.0208000000,1.36000000,14.0000,3370.00,543.00,2458572.41910000,0.232000,0.220000
TOI-771 b,2.32602100000,0.0207000000,1.42200000,12.8600,3201.00,527.19,2458572.41780000,0.242000,0.220000
TOI-7166 b,12.92061600000,0.0503000000,2.39000000,1.9300,3093.00,329.00,2460886.50494000,0.245000,0.221000
TOI-6716 b,4.71858980000,0.0319000000,0.98200000,4.4000,3110.00,369.00,2459632.34484000,0.231000,0.223000
TOI-715 b,19.28800400000,0.0830000000,1.55000000,0.6700,3075.00,234.00,2459002.63051000,0.240000,0.225000
TOI-2266 b,2.32631800000,0.0200000000,1.54000000,13.0000,3200.00,550.00,2459255.69481950,0.240000,0.230000
TOI-6008 b,0.85743470000,0.0107770000,1.03000000,41.5000,3075.00,707.00,2460078.01621400,0.242000,0.230000
TOI-2096 b,3.11906330000,0.0250000000,1.24300000,9.4000,3300.00,445.00,2459146.45853000,0.235000,0.231000
TOI-2096 c,6.38784000000,0.0400000000,1.91400000,3.7000,3300.00,349.00,2459147.45983000,0.235000,0.231000
Gliese 12 b,12.76142000000,0.0670000000,0.90000000,1.6000,3253.00,315.00,2459497.18300000,0.269000,0.241000
Gliese 12 b,12.76140800000,0.0668000000,0.95800000,1.6200,3296.00,314.60,2459497.18650000,0.261700,0.241400
Kepler-1650 b,1.53818152800,0.0163000000,0.75000000,27.1400,3304.00,582.00,2454964.82244400,0.260000,0.242000
Kepler-1650 b,1.53818152800,0.0163000000,0.75000000,27.1400,3304.00,582.00,2454964.82244400,0.260000,0.242000
Kepler-1650 b,1.53818152800,0.0163000000,0.75000000,27.1400,3304.00,582.00,2454964.82244400,0.260000,0.242000
TOI-1452 b,11.06201000000,0.0610000000,1.67200000,1.8000,3185.00,326.00,2458691.53210000,0.275000,0.249000
TOI-6086 b,1.38887250000,0.0154100000,1.18000000,26.8000,3200.00,634.00,2460131.96950100,0.259000,0.254000
K2-28 b,2.26044550000,0.0192000000,2.56000000,21.7000,3214.00,420.00,2457931.89779000,0.288000,0.257000
LTT 1445 A b,5.35876570000,0.0381300000,1.30500000,5.4000,3340.00,424.00,2458412.70851000,0.265000,0.257000
LTT 1445 A c,3.12390350000,0.0266100000,1.14700000,10.9000,3340.00,508.00,2458412.58159000,0.265000,0.257000
Kepler-1650 b,1.53818094900,0.0167000000,1.00000000,30.8500,3364.00,602.00,2454964.82282300,0.274000,0.260000
TOI-4552 b,0.30110032000,0.0056255000,1.11000000,263.0000,3258.00,1122.00,2459361.88587913,0.286900,0.261900
K2-25 b,3.48456408000,0.0287000000,3.44000000,9.9100,3207.00,494.00,2458515.64206000,0.293200,0.263400
TOI-5713 b,10.44198900000,0.0600800000,1.77000000,2.2554,3225.00,347.20,2458745.67760000,0.299200,0.265300
Kepler-1319 b,2.88676264500,0.0256000000,0.67000000,12.9100,3400.00,483.00,2454964.66581000,0.266000,0.267000
Kepler-1319 b,2.88676264500,0.0256000000,0.67000000,12.9100,3400.00,483.00,2454964.66581000,0.266000,0.267000
Kepler-1319 b,2.88676264500,0.0256000000,0.67000000,12.9100,3400.00,483.00,2454964.66581000,0.266000,0.267000
Kepler-560 b,18.47764400000,0.0899000000,1.47000000,1.1800,3430.00,298.00,2455018.26823000,0.272000,0.269000
TOI-1696 b,2.50031000000,0.0235000000,3.24000000,13.5000,3168.00,533.00,2458816.69900000,0.287000,0.270000
Kepler-560 b,18.47762694000,0.0887000000,1.55000000,1.2100,3395.00,267.00,2455018.26906100,0.283000,0.271000
L 98-59 b,2.25311360000,0.0219100000,0.85000000,24.7000,3415.00,627.00,2458366.17067000,0.303000,0.273000
L 98-59 c,3.69067770000,0.0304000000,1.38500000,12.8000,3415.00,553.00,2458367.27375000,0.303000,0.273000
L 98-59 d,7.45072450000,0.0486000000,1.52100000,5.0100,3415.00,416.00,2458362.73974000,0.303000,0.273000
LHS 475 b,2.02910100000,0.0203700000,0.97500000,20.8000,3289.00,587.00,2458626.20429000,0.286000,0.274000
Kepler-1855 b,0.72733042600,0.0103000000,0.59000000,86.9700,3339.00,779.00,2454965.37091000,0.288000,0.275000
Kepler-1855 b,0.72733042600,0.0103000000,0.59000000,86.9700,3339.00,779.00,2454965.37091000,0.288000,0.275000
Kepler-1855 b,0.72733042600,0.0103000000,0.59000000,86.9700,3339.00,779.00,2454965.37091000,0.288000,0.275000
KOI-4777.01,0.82400012500,0.0113000000,0.42000000,73.0900,3396.00,746.00,2454964.80421000,0.280000,0.280000
KOI-4777.01,0.82400012500,0.0113000000,0.42000000,73.0900,3396.00,746.00,2454964.80421000,0.280000,0.280000
KOI-4777.01,0.82400012500,0.0113000000,0.42000000,73.0900,3396.00,746.00,2454964.80421000,0.280000,0.280000
TOI-3884 b,4.54456970000,0.0354000000,6.00000000,7.4200,3269.00,463.00,2459642.86314000,0.304300,0.281300
TOI-4336 A b,16.33635000000,0.0802000000,2.04400000,1.8000,3369.00,293.00,2459335.57275000,0.312600,0.285300
TOI-4336 A c,7.58727000000,0.0481000000,1.16500000,5.0000,3369.00,378.00,2459333.29293000,0.312600,0.285300
G 9-40 b,5.74600700000,0.0385000000,2.02500000,7.2000,3348.00,456.00,2458497.77747000,0.307300,0.290000
L 98-59 b,2.25311400000,0.0223000000,0.83700000,24.5000,3415.00,620.00,2458366.17056000,0.315500,0.292300
L 98-59 c,3.69067640000,0.0309000000,1.32900000,12.7000,3415.00,526.00,2458367.27303000,0.315500,0.292300
L 98-59 d,7.45072900000,0.0494000000,1.62700000,4.9700,3415.00,416.00,2458362.74002000,0.315500,0.292300
G 9-40 b,5.74599820000,0.0418000000,1.90000000,6.2700,3395.00,440.60,2459503.32682000,0.302600,0.295200
TOI-3884 b,4.54458280000,0.0361000000,6.43000000,6.2900,3180.00,441.00,2459556.51669000,0.302000,0.298000
K2-9 b,18.44980000000,0.0910000000,2.25000000,1.3600,3390.00,314.00,2456822.67120000,0.310000,0.300000
Kepler-560 b,18.47764449000,0.0916000000,1.57000000,1.2600,3387.00,270.00,2455018.26856000,0.300000,0.300000
Kepler-560 b,18.47764449000,0.0916000000,1.57000000,1.2600,3387.00,270.00,2455018.26856000,0.300000,0.300000
Kepler-560 b,18.47764449000,0.0916000000,1.57000000,1.2600,3387.00,270.00,2455018.26856000,0.300000,0.300000
TOI-2015 b,3.34823700000,0.0293220000,3.30900000,13.1850,3297.00,530.90,2459424.78570000,0.327300,0.304100
TOI-4336 A b,16.33635100000,0.0849000000,2.13700000,1.5300,3307.00,309.40,2459335.57275000,0.326000,0.306000
TOI-4336 A c,7.58726600000,0.0509200000,1.25100000,4.2400,3307.00,399.50,2459333.29310000,0.326000,0.306000
GJ 486 b,1.46712127000,0.0171400000,1.28900000,39.2000,3317.00,696.30,2459939.07160200,0.324300,0.312000
TOI-122 b,5.07803000000,0.0392000000,2.72000000,8.8000,3403.00,471.00,2458425.60256400,0.334000,0.312000
GJ 3929 b,2.61623500000,0.0252000000,1.09000000,17.3000,3384.00,568.00,2458956.39620000,0.320000,0.313000
TOI-7384 b,6.23402580000,0.0439000000,3.56000000,4.9000,3185.00,378.00,2459565.10114000,0.319000,0.318000
GJ 486 b,1.46711900000,0.0173400000,1.30500000,40.3000,3340.00,701.00,2458931.15935000,0.328000,0.323000
Kepler-1651 b,9.88515530000,0.0619000000,1.76000000,3.6800,3545.00,353.00,2454971.42696000,0.316000,0.323000
Kepler-1651 b,9.88515530000,0.0619000000,1.76000000,3.6800,3545.00,353.00,2454971.42696000,0.316000,0.323000
Kepler-1651 b,9.88515530000,0.0619000000,1.76000000,3.6800,3545.00,353.00,2454971.42696000,0.316000,0.323000
TOI-2136 b,7.85192500000,0.0533000000,2.20000000,4.8200,3373.00,378.00,2459214.00322000,0.344000,0.327200
Kepler-446 b,1.56541261300,0.0182000000,1.73000000,41.8500,3464.00,648.00,2454965.91281000,0.328000,0.328000
Kepler-446 c,3.03620873900,0.0283000000,1.40000000,17.3100,3464.00,520.00,2454967.06146000,0.328000,0.328000
Kepler-446 d,5.14892346000,0.0403000000,1.72000000,8.5400,3464.00,436.00,2454966.31971000,0.328000,0.328000
TOI-4336 A b,16.33633400000,0.0872000000,2.12000000,1.5000,3298.00,308.00,2459335.57319000,0.328000,0.331000
GJ 486 b,1.46712050000,0.0171300000,1.34300000,41.3000,3291.00,706.00,2459309.67650600,0.339000,0.333000
TOI-5799 b,4.16475300000,0.0352000000,1.62500000,11.9100,3514.00,518.01,2459772.33410000,0.328000,0.337000
TOI-2136 b,7.85192800000,0.0570000000,2.19000000,4.0000,3342.00,395.00,2459017.70430000,0.340000,0.340000
TOI-2136 b,7.85191000000,0.0540000000,2.09000000,4.4000,3366.00,403.00,2459017.70390000,0.335000,0.340000
TOI-4860 b,1.52275910000,0.0180800000,8.70000000,42.5000,3260.00,694.00,2460036.69124000,0.358000,0.340000
GJ 357 b,3.93072000000,0.0350000000,1.21700000,12.6000,3505.00,525.00,2458517.99862000,0.337000,0.342000
TOI-2015 b,3.34896800000,0.0301000000,3.39000000,11.4700,3194.00,512.00,2458956.02260000,0.333000,0.342000
TOI-7149 b,2.65206166000,0.0260300000,13.20000000,20.6000,3363.00,593.00,2459703.59605000,0.351000,0.344000
Kepler-1512 b,20.35971899000,0.1025000000,0.80000000,1.3800,3419.00,276.00,2454967.29123000,0.344000,0.346000
Kepler-1308 b,2.10433811900,0.0227000000,0.52000000,27.9500,3410.00,586.00,2454966.31479000,0.345000,0.350000
Kepler-1308 b,2.10433811900,0.0227000000,0.52000000,27.9500,3410.00,586.00,2454966.31479000,0.345000,0.350000
Kepler-1308 b,2.10433811900,0.0227000000,0.52000000,27.9500,3410.00,586.00,2454966.31479000,0.345000,0.350000
TOI-1468 b,1.88052010000,0.0210700000,1.40100000,36.4000,3376.00,683.50,2458765.67755000,0.371400,0.352700
TOI-1468 c,15.53247700000,0.0860800000,2.12600000,2.1300,3376.00,338.10,2458766.92670000,0.371400,0.352700
Kepler-1652 b,38.09723780000,0.1576000000,1.12000000,0.6500,3482.00,229.00,2454973.00375000,0.350000,0.359000
Kepler-1652 b,38.09723780000,0.1576000000,1.12000000,0.6500,3482.00,229.00,2454973.00375000,0.350000,0.359000
Kepler-1652 b,38.09723780000,0.1576000000,1.12000000,0.6500,3482.00,229.00,2454973.00375000,0.350000,0.359000
GJ 3473 b,1.19800350000,0.0158900000,1.26400000,59.4000,3347.00,773.00,2458492.20408000,0.364000,0.360000
TOI-4438 b,7.44628000000,0.0534000000,2.52000000,6.0000,3422.00,435.00,2459396.41168000,0.372000,0.368000
TOI-1448 b,8.11224500000,0.0567000000,2.74900000,5.4500,3412.00,426.00,2458713.33750000,0.380000,0.372000
TOI-519 b,1.26523248000,0.0164800000,11.87031056,54.0000,3354.00,754.00,2459013.15299000,0.357800,0.372000
LTT 3780 b,0.76837700000,0.0120300000,1.35000000,116.0000,3360.00,1000.00,2458543.91281000,0.382000,0.379000
LTT 3780 c,12.25213100000,0.0762000000,2.42000000,2.8800,3360.00,397.00,2458546.84920000,0.382000,0.379000
Kepler-296 b,10.86443187000,0.0696000000,35.38000000,3.8700,3517.00,358.00,2454964.12545000,0.370000,0.380000
Kepler-296 b,10.86443187000,0.0696000000,35.38000000,3.8700,3517.00,358.00,2454964.12545000,0.370000,0.380000
Kepler-296 b,10.86443187000,0.0696000000,35.38000000,3.8700,3517.00,358.00,2454964.12545000,0.370000,0.380000
Kepler-296 c,5.84164124000,0.0460000000,1.52000000,8.8600,3517.00,440.00,2454968.92243000,0.370000,0.380000
Kepler-296 c,5.84164124000,0.0460000000,1.52000000,8.8600,3517.00,440.00,2454968.92243000,0.370000,0.380000
Kepler-296 c,5.84164124000,0.0460000000,1.52000000,8.8600,3517.00,440.00,2454968.92243000,0.370000,0.380000
Kepler-296 d,19.85028393000,0.1040000000,1.65000000,1.7300,3517.00,293.00,2454966.65016000,0.370000,0.380000
Kepler-296 d,19.85028393000,0.1040000000,1.65000000,1.7300,3517.00,293.00,2454966.65016000,0.370000,0.380000
Kepler-296 d,19.85028393000,0.1040000000,1.65000000,1.7300,3517.00,293.00,2454966.65016000,0.370000,0.380000
Kepler-296 e,34.14189000000,0.1492000000,1.08000000,0.8400,3517.00,244.00,2454969.03898000,0.370000,0.380000
Kepler-296 e,34.14189000000,0.1492000000,1.08000000,0.8400,3517.00,244.00,2454969.03898000,0.370000,0.380000
Kepler-296 e,34.14189000000,0.1492000000,1.08000000,0.8400,3517.00,244.00,2454969.03898000,0.370000,0.380000
Kepler-296 f,63.33666060000,0.2253000000,1.23000000,0.3700,3517.00,199.00,2454995.60281000,0.370000,0.380000
Kepler-296 f,63.33666060000,0.2253000000,1.23000000,0.3700,3517.00,199.00,2454995.60281000,0.370000,0.380000
Kepler-296 f,63.33666060000,0.2253000000,1.23000000,0.3700,3517.00,199.00,2454995.60281000,0.370000,0.380000
LTT 3780 b,0.76837931000,0.0119500000,1.32500000,111.0000,3358.00,903.00,2459606.58098000,0.380000,0.381000
LTT 3780 c,12.25228400000,0.0757000000,2.39000000,2.7600,3358.00,359.00,2459600.54227000,0.380000,0.381000
TOI-5720 b,1.43445550000,0.0182880000,1.09000000,41.7000,3325.00,708.00,2460076.90250100,0.383000,0.383000
Kepler-1855 b,0.72733174600,0.0115000000,0.67000000,122.9200,3460.00,849.00,2454965.37007000,0.356000,0.385000
Kepler-504 b,9.54927542200,0.0641000000,1.82000000,4.5500,3514.00,372.00,2455008.75720900,0.370000,0.385000
Kepler-504 b,9.54927542200,0.0641000000,1.82000000,4.5500,3514.00,372.00,2455008.75720900,0.370000,0.385000
Kepler-504 b,9.54927542200,0.0641000000,1.82000000,4.5500,3514.00,372.00,2455008.75720900,0.370000,0.385000
TOI-269 b,3.69771040000,0.0345000000,2.77000000,19.0000,3514.00,531.00,2458381.84668000,0.398000,0.391700
TOI-4559 b,3.96599100000,0.0359000000,1.41500000,15.7700,3558.00,554.16,2459335.34470000,0.374000,0.392000
TOI-5205 b,1.63075700000,0.0199000000,11.60000000,49.0000,3430.00,737.00,2459443.47179000,0.394000,0.392000
Kepler-296 b,10.86440950000,0.0704000000,1.14000000,4.0900,3526.00,363.00,2454964.12833000,0.383000,0.394000
Kepler-296 c,5.84163661500,0.0465000000,1.38000000,9.3800,3526.00,446.00,2454968.92315000,0.383000,0.394000
Kepler-296 d,19.85029495000,0.1052000000,1.52000000,1.8300,3526.00,297.00,2454966.64933000,0.383000,0.394000
Kepler-296 e,34.14205060000,0.1510000000,1.06000000,0.8900,3526.00,248.00,2454969.03624000,0.383000,0.394000
Kepler-296 f,63.33547190000,0.2279000000,1.18000000,0.3900,3526.00,202.00,2454995.61610000,0.383000,0.394000
Kepler-1439 b,8.07392849000,0.0579000000,1.30000000,5.6000,3471.00,392.00,2455373.04158000,0.380000,0.395000
Kepler-1439 b,8.07392849000,0.0579000000,1.30000000,5.6000,3471.00,392.00,2455373.04158000,0.380000,0.395000
Kepler-1439 b,8.07392849000,0.0579000000,1.30000000,5.6000,3471.00,392.00,2455373.04158000,0.380000,0.395000
Kepler-504 b,9.54927708900,0.0646000000,1.57000000,4.6200,3547.00,374.00,2455008.75718300,0.369000,0.396000
TOI-782 b,8.02400150000,0.0578000000,2.73400000,5.9100,3370.00,435.00,2458577.04189000,0.413000,0.397000
Kepler-779 b,7.09712124000,0.0533000000,0.74000000,7.7300,3569.00,425.00,2454969.34514000,0.389000,0.400000
LTT 3780 b,0.76844800000,0.0121100000,1.33200000,106.0000,3331.00,892.00,2458543.91150000,0.374000,0.401000
LTT 3780 c,12.25190000000,0.0767300000,2.30000000,2.6300,3331.00,353.00,2458546.84840000,0.374000,0.401000
Kepler-1652 b,38.09722000000,0.1654000000,1.60000000,0.8100,3638.00,268.00,2454973.00450000,0.382000,0.404000
Wolf 327 b,0.57347450000,0.0100000000,1.24000000,233.9000,3542.00,996.00,2459252.98110000,0.406000,0.405000
TOI-406 c,3.30744100000,0.0322000000,1.32000000,19.0000,3392.00,584.00,2458385.38800000,0.410000,0.408000
TOI-406.01,13.17568200000,0.0809000000,2.08000000,3.0000,3392.00,368.00,2458388.57000000,0.410000,0.408000
KOI-4777.01,0.41200000000,0.0080000000,0.51000000,320.0000,3515.00,1180.00,2454965.21900000,0.400000,0.410000
Kepler-779 b,7.09714223000,0.0537000000,0.83000000,7.9300,3555.00,428.00,2454969.34344000,0.400000,0.410000
Kepler-779 b,7.09714223000,0.0537000000,0.83000000,7.9300,3555.00,428.00,2454969.34344000,0.400000,0.410000
Kepler-779 b,7.09714223000,0.0537000000,0.83000000,7.9300,3555.00,428.00,2454969.34344000,0.400000,0.410000
GJ 806 b,0.92632370000,0.0140600000,1.33100000,130.0000,3600.00,940.00,2459445.57371000,0.414400,0.413000
Kepler-395 b,7.05427318000,0.0537000000,0.78000000,9.6600,3735.00,450.00,2454969.19465000,0.400000,0.413000
Kepler-395 b,7.05427318000,0.0537000000,0.78000000,9.6600,3735.00,450.00,2454969.19465000,0.400000,0.413000
Kepler-395 b,7.05427318000,0.0537000000,0.78000000,9.6600,3735.00,450.00,2454969.19465000,0.400000,0.413000
Kepler-395 c,34.98944750000,0.1561000000,1.25000000,1.1400,3735.00,264.00,2454977.22105000,0.400000,0.413000
Kepler-395 c,34.98944750000,0.1561000000,1.25000000,1.1400,3735.00,264.00,2454977.22105000,0.400000,0.413000
Kepler-395 c,34.98944750000,0.1561000000,1.25000000,1.1400,3735.00,264.00,2454977.22105000,0.400000,0.413000
Kepler-1319 b,2.88676240000,0.0296000000,1.24000000,22.7500,3483.00,557.00,2454964.66592000,0.389000,0.415000
TOI-700 b,9.97702000000,0.0677000000,1.03700000,5.0000,3461.00,417.00,2458490.98670000,0.424000,0.415000
TOI-700 c,16.05111000000,0.0929000000,2.65000000,2.6600,3461.00,356.00,2458548.75256000,0.424000,0.415000
TOI-700 d,37.42475000000,0.1633000000,1.14400000,0.8520,3461.00,268.80,2458742.14760000,0.424000,0.415000
Kepler-1984 b,1.99281228200,0.0232000000,0.69000000,45.0800,3608.00,661.00,2454964.70564000,0.400000,0.417000
